"canonical_name","ingredient_type","allergen_codes","certainty","e_number","additive_category_code","concern_level","aliases","explanation_en"
"Chicken bouillon","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Beef bouillon","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Lamb stock","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork stock","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Gelatin hydrolysate","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Collagen peptides","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Beef collagen","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork collagen","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken collagen","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Haddock","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Pollock","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Hake","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Halibut","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Trout","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Rainbow trout","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Sea bass","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sea bream","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Snapper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Red snapper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Grouper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Barramundi","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Tilapia","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Catfish","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Carp","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Eel","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Swordfish","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Marlin","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sailfish","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Mahi mahi","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mackerel fillet","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Sardine fillet","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Tuna fillet","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Cod fillet","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Salmon fillet","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Smoked trout","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Smoked mackerel","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Smoked haddock","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Smoked cod","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Smoked tuna","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Salt cod","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Salted fish","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Dried fish","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Fish flakes","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Fish protein","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Fish protein hydrolysate","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Fish collagen peptides","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Fish stock powder","allergen_source","FISH","definite","","","","Fish stock","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Anchovy powder","allergen_source","FISH","definite","","","","Anchovy","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Anchovy extract powder","allergen_source","FISH","definite","","","","Anchovy extract","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Tuna extract","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Salmon extract","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Bonito powder","allergen_source","FISH","definite","","","","Bonito","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Herring roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Cod roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Trout roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Salmon caviar","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Shrimp paste","allergen_source","SHELLFISH","definite","","","","Shrimp","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Shrimp stock","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Shrimp extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Prawn stock","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Prawn extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Crab meat","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Crab powder","allergen_source","SHELLFISH","definite","","","","Crab","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Crab stock","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Lobster meat","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Lobster stock","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Lobster extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Mussel extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Mussel powder","allergen_source","SHELLFISH","definite","","","","Mussel","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Oyster extract powder","allergen_source","SHELLFISH","definite","","","","Oyster extract","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Clam extract powder","allergen_source","SHELLFISH","definite","","","","Clam extract","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Scallop extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Squid powder","allergen_source","SHELLFISH","definite","","","","Squid","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Octopus extract","allergen_source","SHELLFISH","definite","","","","","A food ingredient derived from shellfish; it is included as an allergen-source entry for ingredient-label screening."
"Sea cucumber","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sea urchin","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sea urchin roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Crab roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Lobster roe","allergen_source","FISH","definite","","","","","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Surimi powder","allergen_source","FISH","definite","","","","Surimi","A food ingredient derived from fish; it is included as an allergen-source entry for ingredient-label screening."
"Milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whole milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Skim milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Low-fat milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Semi-skimmed milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"UHT milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Fresh milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Powdered milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk solids","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk concentrate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk powder concentrate","allergen_source","MILK","definite","","","","Milk  concentrate","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk protein","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk protein isolate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Casein","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Acid casein","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Casein hydrolysate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Casein peptides","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Micellar casein","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Potassium caseinate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Magnesium caseinate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Ammonium caseinate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey powder","allergen_source","MILK","definite","","","","Whey","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey concentrate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey protein concentrate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey hydrolysate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey peptides","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Lactose powder","allergen_source","MILK","definite","","","","Lactose","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk sugar powder","allergen_source","MILK","definite","","","","Milk sugar","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Cream powder","allergen_source","MILK","definite","","","","Cream","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Dairy cream","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whipping cream powder","allergen_source","MILK","definite","","","","Whipping cream","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Coffee cream","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Coffee creamer","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Non-dairy creamer","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Butter","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Unsalted butter","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Salted butter","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Cultured butter","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Butter powder","allergen_source","MILK","definite","","","","Butter","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Butterfat powder","allergen_source","MILK","definite","","","","Butterfat","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Buttermilk solids","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Sour milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Crème fraîche","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mascarpone","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Ricotta","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Cottage cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Cream cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Blue cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Brie","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Camembert","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Emmental","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Swiss cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Gruyere","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Roquefort","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Gorgonzola","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Monterey Jack","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Colby cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Havarti","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Halloumi","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Goat cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Goat milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Goat milk powder","allergen_source","MILK","definite","","","","Goat milk","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Goat whey","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Goat casein","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Sheep milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Sheep milk powder","allergen_source","MILK","definite","","","","Sheep milk","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Sheep cheese","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Kefir powder","allergen_source","MILK","definite","","","","Kefir","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Yoghurt powder","allergen_source","MILK","definite","","","","Yoghurt","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Greek yoghurt","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Greek yogurt","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Natural yoghurt","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Flavoured yoghurt","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Dairy solids","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dairy protein","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Milk permeate powder","allergen_source","MILK","definite","","","","Milk permeate","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Whey permeate","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Lactose-free milk","allergen_source","MILK","definite","","","","","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Milk powder blend","allergen_source","MILK","definite","","","","Milk  blend","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Cheddar powder","neutral","","","","","","Cheddar","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mozzarella powder","allergen_source","MILK","definite","","","","Mozzarella","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Parmesan powder","allergen_source","MILK","definite","","","","Parmesan","A food ingredient derived from milk; it is included as an allergen-source entry for ingredient-label screening."
"Basil","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Oregano","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Thyme","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Rosemary","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sage","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Marjoram","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Tarragon","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chives","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Parsley","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cilantro","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mint","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Spearmint","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Peppermint","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dill","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Bay leaf","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Curry leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Lemongrass","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Kaffir lime leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Makrut lime leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Galangal","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fresh ginger","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cardamom","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Green cardamom","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Black cardamom","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cloves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Nutmeg","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mace","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Allspice","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Star anise","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Anise seed","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Caraway","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fennel","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fenugreek","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Fenugreek leaf","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Dried fenugreek leaves","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Asafoetida","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Saffron","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sumac","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Curry powder","neutral","","","","","","Curry","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Madras curry powder","neutral","","","","","","Madras curry","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Garam masala","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chaat masala","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Tandoori masala","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Panch phoron","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Five spice powder","neutral","","","","","","Five spice","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chinese five spice","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Herbes de Provence","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Italian seasoning","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Ras el hanout","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Berbere","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Harissa spice","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cajun seasoning","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Creole seasoning","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chilli powder","neutral","","","","","","Chilli","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cayenne pepper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Crushed red pepper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Red pepper flakes","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"White pepper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pink peppercorn","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sichuan pepper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Long pepper","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Black cardamom powder","neutral","","","","","","Black cardamom","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Ginger powder","neutral","","","","","","Ginger","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Turmeric powder","neutral","","","","","","Turmeric","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Coriander powder","neutral","","","","","","Coriander","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Cumin powder","neutral","","","","","","Cumin","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Paprika powder","neutral","","","","","","Paprika","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Garlic granules","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Onion granules","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Celery powder","allergen_source","CELERY","definite","","","","Celery","A food ingredient derived from celery; it is included as an allergen-source entry for ingredient-label screening."
"Celery salt","allergen_source","CELERY","definite","","","","","A food ingredient derived from celery; it is included as an allergen-source entry for ingredient-label screening."
"Garlic salt","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Onion salt","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Mustard powder","allergen_source","MUSTARD","definite","","","","Mustard","A food ingredient derived from mustard; it is included as an allergen-source entry for ingredient-label screening."
"Horseradish","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Wasabi","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
